date,zone_id,population_est,billed_consumption_liters,production_volume_liters,avg_pressure_bar
2025-05-23,Z04,12800,3413935,3833070,5.08
2025-05-24,Z04,12800,3442478,3865117,4.15
2025-05-25,Z04,12800,3623457,4068315,3.54
2025-05-26,Z04,12800,3469713,3895696,3.71
2025-05-27,Z04,12800,3407267,3825584,3.41
2025-05-28,Z04,12800,3346180,3756996,3.77
2025-05-29,Z04,12800,3320313,3727953,3.23
2025-05-30,Z04,12800,3584594,4024681,3.95
2025-05-31,Z04,12800,3861929,4336065,3.69
2025-06-01,Z04,12800,3840422,4311918,3.11
2025-06-02,Z04,12800,3482547,3910106,3.81
2025-06-03,Z04,12800,3773747,4237057,3.78
2025-06-04,Z04,12800,3640374,4087309,3.24
2025-06-05,Z04,12800,3417860,3837477,3.39
2025-06-06,Z04,12800,3536378,3970545,3.86
2025-06-07,Z04,12800,3822387,4291668,4.15
2025-06-08,Z04,12800,3853916,4327068,3.53
2025-06-09,Z04,12800,3469204,3895124,4.07
2025-06-10,Z04,12800,3571791,4010306,4.18
2025-06-11,Z04,12800,3612482,4055993,4.25
2025-06-12,Z04,12800,3578093,4017381,3.81
2025-06-13,Z04,12800,3821805,4291015,3.15
2025-06-14,Z04,12800,3933114,4415990,4.05
2025-06-15,Z04,12800,4156116,4666369,3.5
2025-06-16,Z04,12800,3417059,3836578,3.85
2025-06-17,Z04,12800,3670000,4120573,3.29
2025-06-18,Z04,12800,3710730,4166303,3.3
2025-06-19,Z04,12800,3732059,4190250,3.25
2025-06-20,Z04,12800,3544969,3980192,2.94
2025-06-21,Z04,12800,4181540,4694915,3.31
2025-06-22,Z04,12800,4350412,4884520,3.08
2025-06-23,Z04,12800,3687308,4140006,3.88
2025-06-24,Z04,12800,3841735,4313391,3.07
2025-06-25,Z04,12800,3800527,4267125,3.27
2025-06-26,Z04,12800,3613775,4057445,3.6
2025-06-27,Z04,12800,4071388,4571239,4.51
2025-06-28,Z04,12800,4382962,4921066,3.25
2025-06-29,Z04,12800,4153308,4663217,2.91
2025-06-30,Z04,12800,3940648,4424449,2.94
2025-07-01,Z04,12800,3516536,3948267,3.17
2025-07-02,Z04,12800,3666153,4116254,3.27
2025-07-03,Z04,12800,3752203,4212868,4.75
2025-07-04,Z04,12800,3662367,4112003,4.08
2025-07-05,Z04,12800,4350842,4885002,3.44
2025-07-06,Z04,12800,3618735,4063014,4.53
2025-07-07,Z04,12800,3798035,4264326,3.29
2025-07-08,Z04,12800,3672844,4123766,3.39
2025-07-09,Z04,12800,3536685,3970890,3.36
2025-07-10,Z04,12800,4089138,4591169,4.11
2025-07-11,Z04,12800,3689075,4141989,3.57
2025-07-12,Z04,12800,3990196,4480080,4.35
2025-07-13,Z04,12800,4256909,4779538,3.82
2025-07-14,Z04,12800,3871397,4346695,4.05
2025-07-15,Z04,12800,3723485,4180624,2.69
2025-07-16,Z04,12800,4029804,4524550,2.75
2025-07-17,Z04,12800,3806395,4273713,2.77
2025-07-18,Z04,12800,3976792,4465030,3.39
2025-07-19,Z04,12800,4203959,4720087,2.83
2025-07-20,Z04,12800,4287904,4814338,4.22
2025-07-21,Z04,12800,3645263,4092799,3.5
2025-07-22,Z04,12800,3648622,4096570,3.91
2025-07-23,Z04,12800,3828627,4298674,3.35
2025-07-24,Z04,12800,3804901,4272036,4.01
2025-07-25,Z04,12800,3852138,4325072,2.62
2025-07-26,Z04,12800,4021489,4515214,3.58
2025-07-27,Z04,12800,4237100,4757296,3.85
2025-07-28,Z04,12800,3585961,4026215,3.89
2025-07-29,Z04,12800,3829963,4300175,3.44
2025-07-30,Z04,12800,3708956,4164312,2.74
2025-07-31,Z04,12800,3923983,4405738,4.11
2025-08-01,Z04,12800,3617310,4061413,3.4
2025-08-02,Z04,12800,3798370,4264702,3.45
2025-08-03,Z04,12800,4027982,4522504,4.71
2025-08-04,Z04,12800,3866507,4341205,3.65
2025-08-05,Z04,12800,3782613,4247011,3.34
2025-08-06,Z04,12800,3695385,4149074,3.31
2025-08-07,Z04,12800,3626808,4072078,3.92
2025-08-08,Z04,12800,3986924,4476406,3.19
2025-08-09,Z04,12800,4224786,4743470,3.86
2025-08-10,Z04,12800,3610740,4054037,4.15
2025-08-11,Z04,12800,3758053,4219436,3.56
2025-08-12,Z04,12800,3659080,4108312,4.09
2025-08-13,Z04,12800,3416338,3835768,3.57
2025-08-14,Z04,12800,3553636,3989922,3.26
2025-08-15,Z04,12800,3776870,4240563,2.77
2025-08-16,Z04,12800,3912521,4392868,3.74
2025-08-17,Z04,12800,3992721,4482914,3.75
2025-08-18,Z04,12800,3417342,3836895,4.09
2025-08-19,Z04,12800,3787106,4252055,4.04
2025-08-20,Z04,12800,3527777,3960888,4.63
2025-08-21,Z04,12800,3383138,3798492,3.31
2025-08-22,Z04,12800,3487487,3915652,3.78
2025-08-23,Z04,12800,3648452,4096379,3.26
2025-08-24,Z04,12800,3743902,4203547,4.07
2025-08-25,Z04,12800,3695410,4149102,3.14
2025-08-26,Z04,12800,3390048,3806251,4.06
2025-08-27,Z04,12800,3640204,4087119,3.23
2025-08-28,Z04,12800,3653183,4101691,3.98
2025-08-29,Z04,12800,3543826,3978908,4.2
2025-08-30,Z04,12800,3559009,3995955,2.82
2025-08-31,Z04,12800,3927804,4410028,2.93
2025-09-01,Z04,12800,3289846,3693746,3.72
2025-09-02,Z04,12800,3478492,3905553,3.66
2025-09-03,Z04,12800,3443273,3866010,3.45
2025-09-04,Z04,12800,3463312,3888508,3.36
2025-09-05,Z04,12800,3302075,3707477,3.17
2025-09-06,Z04,12800,3566830,4004736,3.77
2025-09-07,Z04,12800,3625757,4070898,3.12
2025-09-08,Z04,12800,3346244,3757069,3.78
2025-09-09,Z04,12800,3501409,3931283,3.31
2025-09-10,Z04,12800,3332660,3741817,3.39
2025-09-11,Z04,12800,3301829,3707200,4.21
2025-09-12,Z04,12800,3361246,3773912,4.08
2025-09-13,Z04,12800,3563253,4000719,3.1
2025-09-14,Z04,12800,3474585,3901166,3.16
2025-09-15,Z04,12800,3146059,3532307,3.99
2025-09-16,Z04,12800,3313522,3720329,2.88
2025-09-17,Z04,12800,3088263,3467414,4.33
2025-09-18,Z04,12800,3188714,3580198,3.67
2025-09-19,Z04,12800,3214438,3609081,3.31
2025-09-20,Z04,12800,3298070,3702980,3.61
2025-09-21,Z04,12800,3328302,3736923,4.28
2025-09-22,Z04,12800,3023457,3394652,2.53
2025-09-23,Z04,12800,2899525,3255505,4.11
2025-09-24,Z04,12800,3190941,3582699,4.2
2025-09-25,Z04,12800,3155036,3542386,3.44
2025-09-26,Z04,12800,3054798,3429841,3.56
2025-09-27,Z04,12800,3132168,3516710,3.67
2025-09-28,Z04,12800,3591630,4032580,3.97
2025-09-29,Z04,12800,3073483,3450820,3.24
2025-09-30,Z04,12800,2910402,3267717,3.59
2025-10-01,Z04,12800,3082098,3460493,3.55
2025-10-02,Z04,12800,2928338,3287855,3.94
2025-10-03,Z04,12800,2883423,3237426,4.94
2025-10-04,Z04,12800,3174205,3563908,3.23
2025-10-05,Z04,12800,3182467,3573184,3.64
2025-10-06,Z04,12800,2652496,2978148,3.22
2025-10-07,Z04,12800,3034749,3407331,3.36
2025-10-08,Z04,12800,2826698,3173737,3.06
2025-10-09,Z04,12800,2865354,3217139,2.83
2025-10-10,Z04,12800,2937760,3298435,4.19
2025-10-11,Z04,12800,3107338,3488831,3.78
2025-10-12,Z04,12800,3029134,3401026,3.65
2025-10-13,Z04,12800,2760630,3099557,3.16
2025-10-14,Z04,12800,2669469,2997205,3.56
2025-10-15,Z04,12800,2595468,2914118,3.02
2025-10-16,Z04,12800,2752322,3090229,3.59
2025-10-17,Z04,12800,2572474,2888301,3.77
2025-10-18,Z04,12800,2879003,3232464,3.33
2025-10-19,Z04,12800,2864745,3216455,3.22
2025-10-20,Z04,12800,2624468,2946679,3.35
2025-10-21,Z04,12800,2600585,2919864,4.01
2025-10-22,Z04,12800,2781682,3123194,3.7
2025-10-23,Z04,12800,2765431,3104948,2.8
2025-10-24,Z04,12800,2717719,3051379,3.96
2025-10-25,Z04,12800,2744683,3081652,3.87
2025-10-26,Z04,12800,2774275,3114878,3.69
2025-10-27,Z04,12800,2588479,2906271,4.42
2025-10-28,Z04,12800,2752580,3090519,3.61
2025-10-29,Z04,12800,2597142,2915998,3.82
2025-10-30,Z04,12800,2590595,2908647,3.83
2025-10-31,Z04,12800,2494497,2800750,4.04
2025-11-01,Z04,12800,2673968,3002255,3.49
2025-11-02,Z04,12800,2834282,3182252,3.28
2025-11-03,Z04,12800,2662941,2989875,4.09
2025-11-04,Z04,12800,2424522,2722185,4.06
2025-11-05,Z04,12800,2318077,2602672,4.24
2025-11-06,Z04,12800,2536379,2847775,3.81
2025-11-07,Z04,12800,2337504,2624483,2.78
2025-11-08,Z04,12800,2930694,3290501,3.68
2025-11-09,Z04,12800,2544555,2856954,3.62
2025-11-10,Z04,12800,2255082,2531942,4.21
2025-11-11,Z04,12800,2507319,2815147,4.13
2025-11-12,Z04,12800,2392492,2686222,3.91
2025-11-13,Z04,12800,2324002,2609323,2.56
2025-11-14,Z04,12800,2367710,2658398,3.19
2025-11-15,Z04,12800,2623891,2946031,3.42
2025-11-16,Z04,12800,2533591,2844645,3.43
2025-11-17,Z04,12800,2214725,2486631,3.68
2025-11-18,Z04,12800,2264633,2542666,4.34
2025-11-19,Z04,12800,2204370,2475005,3.99
2025-11-20,Z04,12800,2389274,2682609,3.14
2025-11-21,Z04,12800,2209581,2480855,3.19
2025-11-22,Z04,12800,2377940,2669884,3.14
2025-11-23,Z04,12800,2368951,2659791,3.54
2025-11-24,Z04,12800,2275044,2554355,4.0
2025-11-25,Z04,12800,1958347,2198776,4.08
2025-11-26,Z04,12800,2256544,2533584,3.41
2025-11-27,Z04,12800,2159228,2424320,3.58
2025-11-28,Z04,12800,2021581,2269774,4.44
2025-11-29,Z04,12800,2344687,2632549,2.86
2025-11-30,Z04,12800,2311642,2595447,3.92
2025-12-01,Z04,12800,2027362,2276265,3.86
2025-12-02,Z04,12800,2138154,2400659,3.45
2025-12-03,Z04,12800,2281384,2561474,3.59
2025-12-04,Z04,12800,2103447,2361690,3.81
2025-12-05,Z04,12800,1935344,2172949,3.45
2025-12-06,Z04,12800,2188148,2456791,3.28
2025-12-07,Z04,12800,2300068,2582451,3.24
2025-12-08,Z04,12800,2048924,2300474,4.53
2025-12-09,Z04,12800,2110330,2369419,3.38
2025-12-10,Z04,12800,2067370,2321185,3.7
2025-12-11,Z04,12800,2151811,2415992,3.99
2025-12-12,Z04,12800,2128240,2389528,3.49
2025-12-13,Z04,12800,2035188,2285052,3.62
2025-12-14,Z04,12800,2438161,2737499,3.85
2025-12-15,Z04,12800,2110372,2369466,3.18
2025-12-16,Z04,12800,2152164,2416389,2.83
2025-12-17,Z04,12800,1893417,2125875,3.23
2025-12-18,Z04,12800,2013376,2260562,4.46
2025-12-19,Z04,12800,1958435,2198875,3.31
2025-12-20,Z04,12800,2103281,2361504,3.67
2025-12-21,Z04,12800,2207957,2479031,2.94
2025-12-22,Z04,12800,2007701,2254191,4.27
2025-12-23,Z04,12800,2060754,2313756,3.45
2025-12-24,Z04,12800,1888431,2120277,3.37
2025-12-25,Z04,12800,1902691,2136288,3.53
2025-12-26,Z04,12800,1954617,2194589,4.86
2025-12-27,Z04,12800,2067716,2321573,3.82
2025-12-28,Z04,12800,2102056,2360129,3.52
2025-12-29,Z04,12800,1814520,2037291,2.16
2025-12-30,Z04,12800,1907019,2141147,4.28
2025-12-31,Z04,12800,1873577,2103599,3.25
2023-01-01,Z05,27600,2649898,3051400,3.04
2023-01-02,Z05,27600,2109623,2429265,3.72
2023-01-03,Z05,27600,2295626,2643450,3.77
2023-01-04,Z05,27600,2307716,2657372,3.44
2023-01-05,Z05,27600,2168269,2496796,3.28
2023-01-06,Z05,27600,2249573,2590419,3.85
2023-01-07,Z05,27600,2503780,2883143,3.8
2023-01-08,Z05,27600,2461443,2834390,3.07
2023-01-09,Z05,27600,2073524,2387696,2.7
2023-01-10,Z05,27600,2265235,2608455,3.35
2023-01-11,Z05,27600,2207592,2542077,3.26
2023-01-12,Z05,27600,2180135,2510460,3.9
2023-01-13,Z05,27600,2321426,2673159,3.14
2023-01-14,Z05,27600,2400547,2764268,3.51
2023-01-15,Z05,27600,2504729,2884236,2.75
2023-01-16,Z05,27600,2342557,2697492,2.82
2023-01-17,Z05,27600,2173834,2503204,3.22
2023-01-18,Z05,27600,2194382,2526865,3.47
2023-01-19,Z05,27600,2231654,2569785,3.19
2023-01-20,Z05,27600,2080652,2395904,3.67
2023-01-21,Z05,27600,2488554,2865609,2.75
2023-01-22,Z05,27600,2409979,2775129,3.49
2023-01-23,Z05,27600,2261188,2603794,3.5
2023-01-24,Z05,27600,2305712,2655065,2.88
2023-01-25,Z05,27600,2375968,2735964,3.71
2023-01-26,Z05,27600,2273889,2618420,2.52
2023-01-27,Z05,27600,2371881,2731258,3.26
2023-01-28,Z05,27600,2561957,2950134,3.99
2023-01-29,Z05,27600,2449954,2821161,2.49
2023-01-30,Z05,27600,2349210,2705153,3.94
2023-01-31,Z05,27600,2214777,2550350,3.02
2023-02-01,Z05,27600,2355445,2712332,3.3
2023-02-02,Z05,27600,2157238,2484094,4.3
2023-02-03,Z05,27600,2226770,2564161,3.29
2023-02-04,Z05,27600,2482713,2858883,4.41
2023-02-05,Z05,27600,2570019,2959417,3.45
2023-02-06,Z05,27600,2371297,2730587,3.56
2023-02-07,Z05,27600,2361911,2719778,4.02
2023-02-08,Z05,27600,2434017,2802810,3.87
2023-02-09,Z05,27600,2038813,2347726,3.68
2023-02-10,Z05,27600,2322139,2673980,3.37
2023-02-11,Z05,27600,2918992,3361266,2.82
2023-02-12,Z05,27600,2598621,2992353,2.85
2023-02-13,Z05,27600,2396759,2759906,4.26
2023-02-14,Z05,27600,2514516,2895505,4.45
2023-02-15,Z05,27600,2359659,2717185,3.66
2023-02-16,Z05,27600,2307434,2657047,2.71
2023-02-17,Z05,27600,2501226,2880201,3.21
2023-02-18,Z05,27600,2841575,3272118,3.19
2023-02-19,Z05,27600,2519711,2901487,3.32
2023-02-20,Z05,27600,2363244,2721313,3.16
2023-02-21,Z05,27600,2675275,3080622,3.86
2023-02-22,Z05,27600,2483398,2859672,3.72
2023-02-23,Z05,27600,2541743,2926857,4.39
2023-02-24,Z05,27600,2260657,2603183,3.41
2023-02-25,Z05,27600,2587142,2979135,3.7
2023-02-26,Z05,27600,2890911,3328930,3.97
2023-02-27,Z05,27600,2651030,3052704,4.11
2023-02-28,Z05,27600,2560803,2948805,2.98
2023-03-01,Z05,27600,2349297,2705253,3.8
2023-03-02,Z05,27600,2479450,2855126,3.67
2023-03-03,Z05,27600,2587170,2979167,3.75
2023-03-04,Z05,27600,2684508,3091253,3.63
2023-03-05,Z05,27600,2814885,3241384,4.46
2023-03-06,Z05,27600,2649550,3050999,3.15
2023-03-07,Z05,27600,2698593,3107473,3.12
2023-03-08,Z05,27600,2599389,2993238,3.19
2023-03-09,Z05,27600,2735934,3150471,3.45
2023-03-10,Z05,27600,2610470,3005998,3.75
2023-03-11,Z05,27600,2782369,3203942,3.37
2023-03-12,Z05,27600,3165596,3645234,4.1
2023-03-13,Z05,27600,2729597,3143174,3.6
2023-03-14,Z05,27600,2749315,3165880,3.55
2023-03-15,Z05,27600,2763774,3182529,2.93
2023-03-16,Z05,27600,2900443,3339906,4.51
2023-03-17,Z05,27600,2849957,3281771,3.58
2023-03-18,Z05,27600,3061117,3524925,4.42
2023-03-19,Z05,27600,3319614,3822588,3.29
2023-03-20,Z05,27600,2590823,2983373,4.02
2023-03-21,Z05,27600,2792772,3215921,3.32
2023-03-22,Z05,27600,2849764,3281548,4.51
2023-03-23,Z05,27600,2932012,3376258,4.16
2023-03-24,Z05,27600,2848819,3280460,4.02
2023-03-25,Z05,27600,3091770,3560222,3.24
2023-03-26,Z05,27600,3191642,3675227,4.55
2023-03-27,Z05,27600,3124168,3597529,4.62
2023-03-28,Z05,27600,2741053,3156366,3.41
2023-03-29,Z05,27600,2956597,3404569,3.68
2023-03-30,Z05,27600,2943002,3388913,4.06
2023-03-31,Z05,27600,3079179,3545723,2.61
2023-04-01,Z05,27600,3286044,3783932,4.17
2023-04-02,Z05,27600,3416570,3934235,4.11
2023-04-03,Z05,27600,2911156,3352242,3.32
2023-04-04,Z05,27600,3046930,3508589,2.5
2023-04-05,Z05,27600,2985055,3437338,3.77
2023-04-06,Z05,27600,3176688,3658006,3.03
2023-04-07,Z05,27600,3335733,3841150,2.81
2023-04-08,Z05,27600,3371068,3881838,3.79
2023-04-09,Z05,27600,3665277,4220624,4.26
2023-04-10,Z05,27600,3055578,3518546,3.49
2023-04-11,Z05,27600,3469041,3994656,4.19
2023-04-12,Z05,27600,3260457,3754468,3.93
2023-04-13,Z05,27600,3112751,3584382,2.91
2023-04-14,Z05,27600,3325196,3829016,3.32
2023-04-15,Z05,27600,3598979,4144281,4.14
2023-04-16,Z05,27600,3550628,4088605,3.32
2023-04-17,Z05,27600,3473444,3999726,4.01
2023-04-18,Z05,27600,3554598,4093177,3.39
2023-04-19,Z05,27600,3544328,4081350,3.96
2023-04-20,Z05,27600,3416146,3933747,3.81
2023-04-21,Z05,27600,3470913,3996812,3.48
2023-04-22,Z05,27600,3616426,4164371,3.95
2023-04-23,Z05,27600,4221188,4860765,2.52
2023-04-24,Z05,27600,3359108,3868066,3.06
2023-04-25,Z05,27600,3667723,4223442,3.37
2023-04-26,Z05,27600,3384292,3897066,4.19
2023-04-27,Z05,27600,3640374,4191949,2.88
2023-04-28,Z05,27600,3518608,4051733,3.58
2023-04-29,Z05,27600,3865210,4450850,3.76
2023-04-30,Z05,27600,3881376,4469466,3.72
2023-05-01,Z05,27600,3546024,4083303,3.55
2023-05-02,Z05,27600,3711930,4274346,3.29
2023-05-03,Z05,27600,3909442,4501784,3.48
2023-05-04,Z05,27600,3334288,3839486,4.09
2023-05-05,Z05,27600,3620742,4169342,3.26
2023-05-06,Z05,27600,4004731,4611511,2.52
2023-05-07,Z05,27600,4219315,4858608,3.83
2023-05-08,Z05,27600,3886069,4474870,4.35
2023-05-09,Z05,27600,3734769,4300646,3.07
2023-05-10,Z05,27600,3702901,4263949,4.28
2023-05-11,Z05,27600,3604332,4150445,3.86
2023-05-12,Z05,27600,4098138,4719071,3.02
2023-05-13,Z05,27600,4372377,5034862,3.25
2023-05-14,Z05,27600,4060248,4675440,3.23
2023-05-15,Z05,27600,4115564,4739138,3.68
2023-05-16,Z05,27600,3641334,4193054,3.51
2023-05-17,Z05,27600,3763746,4334013,4.15
2023-05-18,Z05,27600,3869349,4455617,4.02
2023-05-19,Z05,27600,3834148,4415082,2.83
2023-05-20,Z05,27600,4225607,4865854,2.89
2023-05-21,Z05,27600,4819151,5549329,3.91
2023-05-22,Z05,27600,4051632,4665519,3.34
2023-05-23,Z05,27600,4126305,4751505,3.51
2023-05-24,Z05,27600,4371674,5034052,3.87
2023-05-25,Z05,27600,4196287,4832091,4.03
2023-05-26,Z05,27600,4439774,5112470,2.98
2023-05-27,Z05,27600,4651092,5355806,2.49
2023-05-28,Z05,27600,4970883,5724051,3.54
2023-05-29,Z05,27600,4073337,4690512,3.17
2023-05-30,Z05,27600,4448137,5122100,3.63
2023-05-31,Z05,27600,4553941,5243936,3.56
2023-06-01,Z05,27600,4110312,4733090,3.11
2023-06-02,Z05,27600,3948838,4547149,4.64
2023-06-03,Z05,27600,4603969,5301543,3.61
2023-06-04,Z05,27600,4642117,5345472,3.31
2023-06-05,Z05,27600,4290143,4940168,3.65
2023-06-06,Z05,27600,4097420,4718244,3.86
2023-06-07,Z05,27600,4192826,4828106,3.28
2023-06-08,Z05,27600,4153360,4782659,4.76
2023-06-09,Z05,27600,4446522,5120240,2.84
2023-06-10,Z05,27600,4843040,5576837,2.87
2023-06-11,Z05,27600,4657798,5363528,2.8
2023-06-12,Z05,27600,4502971,5185243,3.6
2023-06-13,Z05,27600,4592031,5287796,3.84
2023-06-14,Z05,27600,4300865,4952515,3.43
2023-06-15,Z05,27600,4385241,5049674,3.83
2023-06-16,Z05,27600,4249773,4893681,3.83
2023-06-17,Z05,27600,4630959,5332623,3.42
2023-06-18,Z05,27600,5012007,5771406,3.81
2023-06-19,Z05,27600,4936576,5684546,3.5
2023-06-20,Z05,27600,4410664,5078949,3.4
2023-06-21,Z05,27600,4694161,5405401,3.35
2023-06-22,Z05,27600,4478003,5156491,3.72
2023-06-23,Z05,27600,4484156,5163577,4.21
2023-06-24,Z05,27600,5319875,6125920,3.0
2023-06-25,Z05,27600,4714542,5428870,3.36
2023-06-26,Z05,27600,4761539,5482988,3.68
2023-06-27,Z05,27600,4682568,5392051,4.48
2023-06-28,Z05,27600,4338758,4996149,3.82
2023-06-29,Z05,27600,4514864,5198937,3.19
2023-06-30,Z05,27600,4162946,4793698,3.14
2023-07-01,Z05,27600,5539421,6378732,4.09
2023-07-02,Z05,27600,5206792,5995703,3.44
2023-07-03,Z05,27600,4591119,5286747,2.98
2023-07-04,Z05,27600,4378792,5042249,4.11
2023-07-05,Z05,27600,4563006,5254373,3.75
2023-07-06,Z05,27600,4814196,5543623,3.0
2023-07-07,Z05,27600,4448712,5122762,2.93
2023-07-08,Z05,27600,5117643,5893047,2.52
2023-07-09,Z05,27600,5137489,5915901,3.29
2023-07-10,Z05,27600,4613384,5312385,3.75
2023-07-11,Z05,27600,4809270,5537951,4.08
2023-07-12,Z05,27600,4508360,5191448,3.81
2023-07-13,Z05,27600,4502964,5185235,2.95
2023-07-14,Z05,27600,4546373,5235220,3.46
2023-07-15,Z05,27600,5173283,5957117,4.31
2023-07-16,Z05,27600,5075154,5844121,3.34
2023-07-17,Z05,27600,4880577,5620061,3.98
2023-07-18,Z05,27600,4820589,5550984,3.92
2023-07-19,Z05,27600,4563683,5255154,3.98
2023-07-20,Z05,27600,4568052,5260184,3.82
2023-07-21,Z05,27600,4490312,5170666,3.98
2023-07-22,Z05,27600,4990553,5746701,2.86
2023-07-23,Z05,27600,5085959,5856563,4.36
2023-07-24,Z05,27600,4588853,5284137,2.7
2023-07-25,Z05,27600,4310820,4963977,3.76
2023-07-26,Z05,27600,4427108,5097885,3.58
2023-07-27,Z05,27600,4785161,5510189,3.29
2023-07-28,Z05,27600,4715744,5430254,3.11
2023-07-29,Z05,27600,4682719,5392225,3.87
2023-07-30,Z05,27600,4916025,5660881,4.0
2023-07-31,Z05,27600,4478762,5157366,3.55
2023-08-01,Z05,27600,4750666,5470467,3.46
2023-08-02,Z05,27600,4549227,5238507,4.24
2023-08-03,Z05,27600,4615598,5314934,3.39
2023-08-04,Z05,27600,4651914,5356752,3.58
2023-08-05,Z05,27600,5026525,5788123,3.5
2023-08-06,Z05,27600,4868009,5605590,4.84
2023-08-07,Z05,27600,4662174,5368567,3.18
2023-08-08,Z05,27600,4491455,5171982,4.02
2023-08-09,Z05,27600,4516080,5200338,2.75
2023-08-10,Z05,27600,4514738,5198792,3.12
2023-08-11,Z05,27600,4437130,5109426,3.45
2023-08-12,Z05,27600,5129223,5906381,3.53
2023-08-13,Z05,27600,5003460,5761564,3.46
2023-08-14,Z05,27600,4389944,5055091,3.55
2023-08-15,Z05,27600,4549592,5238927,3.26
2023-08-16,Z05,27600,4832907,5565169,4.24
2023-08-17,Z05,27600,4697265,5408975,3.1
2023-08-18,Z05,27600,3900909,4491959,3.97
2023-08-19,Z05,27600,4724457,5440287,3.94
2023-08-20,Z05,27600,4861655,5598273,3.13
2023-08-21,Z05,27600,4165096,4796174,3.42
2023-08-22,Z05,27600,4238846,4881099,3.6
2023-08-23,Z05,27600,4237960,4880078,4.44
2023-08-24,Z05,27600,4362198,5023141,3.42
2023-08-25,Z05,27600,4421711,5091670,5.41
2023-08-26,Z05,27600,4567787,5259879,3.98
2023-08-27,Z05,27600,4489254,5169447,3.77
2023-08-28,Z05,27600,4245308,4888539,4.04
2023-08-29,Z05,27600,4287310,4936906,2.74
2023-08-30,Z05,27600,4514389,5198391,4.19
2023-08-31,Z05,27600,4559099,5249874,2.94
2023-09-01,Z05,27600,4207300,4844773,4.03
2023-09-02,Z05,27600,4645024,5348818,3.3
2023-09-03,Z05,27600,4660927,5367132,3.2
2023-09-04,Z05,27600,4256519,4901450,4.49
2023-09-05,Z05,27600,3714859,4277719,3.55
2023-09-06,Z05,27600,4198767,4834947,2.83
2023-09-07,Z05,27600,4181831,4815445,4.09
2023-09-08,Z05,27600,4445257,5118785,2.99
2023-09-09,Z05,27600,4406343,5073974,4.28
2023-09-10,Z05,27600,4377174,5040386,3.59
2023-09-11,Z05,27600,4269497,4916394,2.96
2023-09-12,Z05,27600,4020803,4630018,4.01
2023-09-13,Z05,27600,4152046,4781147,3.86
2023-09-14,Z05,27600,4029222,4639713,2.54
2023-09-15,Z05,27600,3836190,4417434,3.57
2023-09-16,Z05,27600,4458654,5134211,3.75
2023-09-17,Z05,27600,4230243,4871192,3.72
2023-09-18,Z05,27600,4315942,4969876,3.51
2023-09-19,Z05,27600,3575170,4116865,3.97
2023-09-20,Z05,27600,3836133,4417368,3.88
2023-09-21,Z05,27600,4014383,4622626,3.62
2023-09-22,Z05,27600,3811399,4388886,3.48
2023-09-23,Z05,27600,4351861,5011237,3.67
2023-09-24,Z05,27600,4190465,4825387,3.3
2023-09-25,Z05,27600,3717413,4280660,3.09
2023-09-26,Z05,27600,3911508,4504164,3.04
2023-09-27,Z05,27600,3949919,4548394,3.55
2023-09-28,Z05,27600,3761457,4331377,3.17
2023-09-29,Z05,27600,3491065,4020017,3.52
2023-09-30,Z05,27600,4032825,4643862,4.27
2023-10-01,Z05,27600,3808544,4385599,3.5
2023-10-02,Z05,27600,3954102,4553212,3.67
2023-10-03,Z05,27600,3614127,4161725,3.49
2023-10-04,Z05,27600,3585620,4128899,4.25
2023-10-05,Z05,27600,3399422,3914489,4.43
2023-10-06,Z05,27600,3732373,4297886,3.37
2023-10-07,Z05,27600,3830972,4411425,3.96
2023-10-08,Z05,27600,4263337,4909301,4.65
2023-10-09,Z05,27600,3598681,4143938,3.02
2023-10-10,Z05,27600,3496874,4026706,4.09
2023-10-11,Z05,27600,3330338,3834937,2.73
2023-10-12,Z05,27600,3527471,4061939,3.61
2023-10-13,Z05,27600,3519590,4052864,3.53
2023-10-14,Z05,27600,3872910,4459717,2.75
2023-10-15,Z05,27600,3734529,4300369,4.14
2023-10-16,Z05,27600,3250886,3743447,3.67
2023-10-17,Z05,27600,3663761,4218879,3.14
2023-10-18,Z05,27600,3417053,3934791,3.76
2023-10-19,Z05,27600,3225030,3713673,4.05
2023-10-20,Z05,27600,3160220,3639043,2.72
2023-10-21,Z05,27600,3419219,3937285,2.03
2023-10-22,Z05,27600,3901075,4492149,3.58
2023-10-23,Z05,27600,3110375,3581647,3.22
2023-10-24,Z05,27600,3173719,3654588,4.27
2023-10-25,Z05,27600,3283602,3781119,3.41
2023-10-26,Z05,27600,3173203,3653994,3.75
2023-10-27,Z05,27600,3258652,3752390,3.51
2023-10-28,Z05,27600,3652606,4206034,2.83
2023-10-29,Z05,27600,3274629,3770788,3.62
2023-10-30,Z05,27600,3067492,3532266,2.94
2023-10-31,Z05,27600,3058283,3521661,2.91
2023-11-01,Z05,27600,3098668,3568166,3.05
2023-11-02,Z05,27600,2938495,3383723,3.01
2023-11-03,Z05,27600,2986556,3439066,3.49
2023-11-04,Z05,27600,3386710,3899851,3.4
2023-11-05,Z05,27600,3325843,3829761,3.74
2023-11-06,Z05,27600,3014694,3471468,2.81
2023-11-07,Z05,27600,2711809,3122691,3.47
2023-11-08,Z05,27600,2856137,3288887,3.36
2023-11-09,Z05,27600,2951966,3399236,3.7
